Estimate,Est.Error,Q2.5,Q97.5,Group,WeeksNom,TimeNom,Diet,Sex,Geno,Time,Weeks
10.286490906722747,0.8858528972016251,8.551026459242129,12.023693284426793,NA,21,120,LFD,Male,NA,120,21
8.52244112929222,0.787125361738895,6.971625578977908,10.058834133390999,NA,39,0,LFD,Male,NA,0,39
24.80594952300505,0.7895075091398367,23.257442886905416,26.354632501689967,NA,39,15,LFD,Male,NA,15,39
23.08976882270008,0.7887256456968365,21.541656650422045,24.640376185522108,NA,39,30,LFD,Male,NA,30,39
18.181235711448934,0.7875368845604083,16.636380318261526,19.723464714339517,NA,39,60,LFD,Male,NA,60,39
15.499634234850067,0.7872168647355785,13.95411320834295,17.037444301520775,NA,39,90,LFD,Male,NA,90,39
13.087829083321727,0.7853608715720106,11.550935255520756,14.625972124391472,NA,39,120,LFD,Male,NA,120,39
8.397464250917515,0.8230094406172085,6.783839086724893,10.009979498773346,InsRCre.Female.LFD,4,0,LFD,Female,InsRCre,0,4
18.781150063944978,0.826218055172566,17.16256516648453,20.400899250833774,InsRCre.Female.LFD,4,15,LFD,Female,InsRCre,15,4
11.967885378589811,0.8271270818608947,10.344336911988774,13.588485874288168,InsRCre.Female.LFD,4,30,LFD,Female,InsRCre,30,4
9.810562694805224,0.8272779083943225,8.185775458190989,11.436905053426731,InsRCre.Female.LFD,4,60,LFD,Female,InsRCre,60,4
9.903929931957341,0.8257937277528545,8.290231178719736,11.520978889215707,InsRCre.Female.LFD,4,90,LFD,Female,InsRCre,90,4
9.361763355167145,0.8252515995357682,7.752309460355099,10.980553019496567,InsRCre.Female.LFD,4,120,LFD,Female,InsRCre,120,4
8.849028179512775,0.7640191790592105,7.3476182366643155,10.345057487297689,InsRCre.Female.LFD,9,0,LFD,Female,InsRCre,0,9
19.109793522952252,0.7629428312987343,17.612483985506902,20.605012291088865,InsRCre.Female.LFD,9,15,LFD,Female,InsRCre,15,9
13.680316061348863,0.768312413613121,12.172005650415814,15.184014571926035,InsRCre.Female.LFD,9,30,LFD,Female,InsRCre,30,9
10.38015483047672,0.7640770540143118,8.878815893885296,11.874598205402503,InsRCre.Female.LFD,9,60,LFD,Female,InsRCre,60,9
9.131512345797132,0.7639391885428964,7.634115751611543,10.62778547613329,InsRCre.Female.LFD,9,90,LFD,Female,InsRCre,90,9
9.372632956895925,0.7621603830967516,7.875484054800903,10.868713813526652,InsRCre.Female.LFD,9,120,LFD,Female,InsRCre,120,9
9.110190214698438,0.8746845075856395,7.395430922624389,10.835239292565428,InsRCre.Female.LFD,21,0,LFD,Female,InsRCre,0,21
19.209491505881836,0.8818945983560306,17.484422048867554,20.94611438218637,InsRCre.Female.LFD,21,15,LFD,Female,InsRCre,15,21
12.726836539616905,0.8780905241755711,11.003210915050246,14.44597334976913,InsRCre.Female.LFD,21,30,LFD,Female,InsRCre,30,21
10.947228180654946,0.8798829707356074,9.21839061696796,12.671681977105077,InsRCre.Female.LFD,21,60,LFD,Female,InsRCre,60,21
8.771632929485989,0.8815409068609636,7.042502599659836,10.499341377916192,InsRCre.Female.LFD,21,90,LFD,Female,InsRCre,90,21
8.97065377252997,0.8811462314591185,7.240456941117608,10.694592252366192,InsRCre.Female.LFD,21,120,LFD,Female,InsRCre,120,21
8.319553887098792,0.9514630346989777,6.452645445950542,10.18878607099603,InsRCre.Female.LFD,39,0,LFD,Female,InsRCre,0,39
18.212026524421653,0.9554136135133948,16.33738171997768,20.08777525062407,InsRCre.Female.LFD,39,15,LFD,Female,InsRCre,15,39
16.679924802754364,0.9547888743194141,14.801766482210498,18.551802350120163,InsRCre.Female.LFD,39,30,LFD,Female,InsRCre,30,39
13.344571365517337,0.9529527825795778,11.474353652082108,15.20865247097049,InsRCre.Female.LFD,39,60,LFD,Female,InsRCre,60,39
12.090587005117614,0.9515431097041237,10.228810472453358,13.956037662802053,InsRCre.Female.LFD,39,90,LFD,Female,InsRCre,90,39
11.180078343298812,0.9526084673911128,9.31108596147117,13.045233535546934,InsRCre.Female.LFD,39,120,LFD,Female,InsRCre,120,39
7.4944580932079665,1.3300429156380185,4.886200265534027,10.095965462264747,InsRCre.Male.LFD,4,0,LFD,Male,InsRCre,0,4
22.418408552256928,1.346501174902371,19.784146326503283,25.0597488753035,InsRCre.Male.LFD,4,15,LFD,Male,InsRCre,15,4
14.029483400789514,1.3396468190606168,11.404968606247337,16.65987881474759,InsRCre.Male.LFD,4,30,LFD,Male,InsRCre,30,4
10.054885531379544,1.3481975904751955,7.409094271099554,12.688884903935904,InsRCre.Male.LFD,4,60,LFD,Male,InsRCre,60,4
10.768351244903652,1.3455632766347407,8.143358875488333,13.399939293432437,InsRCre.Male.LFD,4,90,LFD,Male,InsRCre,90,4
10.129992742704308,1.346913422149504,7.487633456276963,12.772418387506704,InsRCre.Male.LFD,4,120,LFD,Male,InsRCre,120,4
9.030596998777895,0.9568209007154324,7.159262291349238,10.90046306940436,InsRCre.Male.LFD,9,0,LFD,Male,InsRCre,0,9
